sortOrder,titulo,categorias,referencia,preco,id,Relevancia
3007,Dispenser para Copos de ÁGUA Poupa Copos (150/180/200ml) - 28988,Dispensers / Dispenser Copos / Dispenser Plástico,CMI28988,,product-1259,30
3008,Dispenser para Copos de Café com Regulador de Saída,Dispensers / Dispenser Copos / Dispenser Plástico,CMIDPCAF,,product-2033,30
3009,Dispenser para Copos Descartáveis em Acrílico - Água,Dispensers / Dispenser Copos / Dispenser Plástico,CMIMSP025,,product-1851,30
3010,Dispenser para copos descartáveis em acrílico - Café - MSP026,Dispensers / Dispenser Copos / Dispenser Plástico,CMIMSP026,,product-1849,30
3011,Dispenser Poupa Copos p/ Copos de Café Descartáveis 50 ml 32324,Dispensers / Dispenser Copos / Dispenser Plástico,CMI32298,,product-1263,30
3012,Porta Copos de Café Descartáveis em Acrílico,Dispensers / Dispenser Copos / Dispenser Plástico,CMIMSP028,,product-1835,30
3013,Porta Copos para Balcão Duplo Água/Café,Dispensers / Dispenser Copos / Dispenser Plástico,CMIMSP010A,,product-1897,30
3014,Embalador de Guarda Chuva em Inox,Dispensers / Dispenser Inox,CMI17124,,product-1765,30
3015,Embalador de Guarda Chuva em Inox,Dispensers / Dispenser Inox,CMI2193,,product-2193,30
3016,Kit de Dispenser em aço inox - LINHA NOBLE,Dispensers / Dispenser Inox,CMIKT3,,product-1763,30
3017,Kit de Dispenser em aço inox - Linha Quadra,Dispensers / Dispenser Inox,,,product-2185,30
3018,Dispenser 3x1 - Higiênico Rolinho - Cai Cai - Toalha Interfolhas,Dispensers / Dispenser Plástico,CMIDIMMT,,product-1389,30
3019,Dispenser de Fio de Dental Biofio,Dispensers / Dispenser Plástico,CMI1621,,product-415,30
3020,Dispenser para Fio Dental + Refil,Dispensers / Dispenser Plástico,CMIMFPERS.MF400,,product-737,30
3021,Dispenser para Fio Dental Personal,Dispensers / Dispenser Plástico,CMImfpers,,product-1329,30
3022,Kit Dispenser Linha Ag+ Cai Cai,Dispensers / Dispenser Plástico,CMIKTAGMAIS,,product-1401,30
3023,Refil Plástico para Embalador de Guarda-Chuva - 2253,Dispensers / Dispenser Plástico,CMI2253,,product-425,30
3024,Dispenser De Papel Higiênico com suporte para cadeado 400m Em Aço com Pintura Epóxi,Dispensers / Papel Higiênico / Dispenser Inox,CMI1093,,product-1757,30
3025,Dispenser Papel Higiênico Rolão 800 mts Aço Inox C/ Suporte p/ Cadeado 598C,Dispensers / Papel Higiênico / Dispenser Inox,CMI598C,,product-343,30
3026,Dispenser Papel Higiênico Rolão aço inox 400m 596,Dispensers / Papel Higiênico / Dispenser Inox,CMI596,,product-797,30
3027,Dispenser Papel Higiênico Rolão aço inox 400m com suporte p/ Cadeado 596C,Dispensers / Papel Higiênico / Dispenser Inox,CMI596C,,product-1373,30
3028,Dispenser para Papel Higiênico Rolão 400m em Aço com Pintura Epoxi Branco,Dispensers / Papel Higiênico / Dispenser Inox,CMI595,,product-333,30
3029,Porta Papel Higiênico Cai Cai Aço Inox ESCOVADO - Linha Noble,Dispensers / Papel Higiênico / Dispenser Inox,CMI1054,,product-363,30
3030,Porta Papel Higiênico Cai Cai Aço Inox ESCOVADO - Linha Quadra,Dispensers / Papel Higiênico / Dispenser Inox,CMI5489,,product-2171,30
3031,Porta Papel Higiênico Cai Cai Aço Inox POLIDO - Linha Ideal,Dispensers / Papel Higiênico / Dispenser Inox,CMI832,,product-405,30
3032,Porta Papel Higiênico Cai Cai Aço Inox POLIDO - Linha Quadra,Dispensers / Papel Higiênico / Dispenser Inox,CMI5471,,product-2173,30
3033,Porta Papel Higiênico Cai Cai Aço Inox POLIDO- Linha Visium,Dispensers / Papel Higiênico / Dispenser Inox,CMI13.06,,product-1761,30
3034,Porta Papel Higiênico Rolão aço inox ESCOVADO - Linha Noble,Dispensers / Papel Higiênico / Dispenser Inox,CMI1028,,product-369,30
3035,Porta Papel Higiênico Rolão Aço Inox POLIDO - Linha Visium,Dispensers / Papel Higiênico / Dispenser Inox,CMI13.02,,product-399,30
3036,Dispenser p/ Papel Higiênico Rolão Linha Preto - 19634,Dispensers / Papel Higiênico / Dispenser Plástico,CMIC19634,,product-95,30
3037,Dispenser Papel Higiênico Rolão,Dispensers / Papel Higiênico / Dispenser Plástico,CMIC19650,,product-445,30
3038,Dispenser para Papel Higiênico Rolão Dark,Dispensers / Papel Higiênico / Dispenser Plástico,CMIC19434,,product-75,30
3039,Kit de Dispenser Plástico Linha Ag+ Rolão,Dispensers / Papel Higiênico / Dispenser Plástico,CMIKTAGRMAIS,,product-1405,30
3040,Porta Papel Higiênico Cai Cai - Linha Hígia,Dispensers / Papel Higiênico / Dispenser Plástico,CMI6006,,product-2201,30
3041,Porta Papel Higiênico Cai Cai -Linha AG+,Dispensers / Papel Higiênico / Dispenser Plástico,CMI1069,,product-407,30
3042,Porta Papel Higiênico Rolão - Linha AG+,Dispensers / Papel Higiênico / Dispenser Plástico,CMI1071,,product-409,30
3043,Porta Papel Higiênico Rolão - Linha Hígia,Dispensers / Papel Higiênico / Dispenser Plástico,CMI6003,,product-2203,30
3044,Dispenser p/ Papel Toalha Bobina Autocorte,Dispensers / Papel Toalha Bobina / Dispenser Inox,CMILITB200,,product-429,30
3045,Toalheiro Papel Toalha Bobina Aço Inox ESCOVADO - Linha Noble,Dispensers / Papel Toalha Bobina / Dispenser Inox,CMI1027,,product-1759,30
3046,Toalheiro Papel Toalha Bobina Alavanca - Linha Inova,Dispensers / Papel Toalha Bobina / Dispenser Plástico,CMI1055,,product-2045,30
3047,Dispenser p/ Papel Toalha Interfolhado 2 ou 3 Dobras em Aço Inox - TI2825I,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITI2825I,,product-345,30
3048,Dispenser p/ Papel Toalha Interfolhado 2 ou 3 Dobras em Epoxi Branco,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI2825,,product-335,30
3049,Toalheiro Americano Júnior 3D p/ interf. em Aço c/ Pintura Epoxi Branco - 2027E,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAP2027E,,product-1411,30
3050,Toalheiro Americano Júnior 3D p/ interf. em Aço Inox - 2027I,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAP2027I,,product-1413,30
3051,Toalheiro Americano p/ Papel 3 Dobras em Aço c/ Pintura Epoxi - TAG2327E,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAG2327E,,product-349,30
3052,Toalheiro Americano p/ Papel 3 Dobras em Aço Inox - TAG2327I,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAG2327I,,product-347,30
3053,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Noble,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI1029,,product-357,30
3054,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Quadra,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI5488,,product-2169,30
3055,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Visium,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI13.05,,product-2165,30
3056,Toalheiro Papel Toalha Interfolhado Aço Inox POLIDO - Linha Quadra,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI5470,,product-2175,30
3057,Toalheiro Papel Toalha Interfolhado em Aço Inox POLIDO - Linha Visium,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI13.01,,product-403,30
3058,Toalheiro para Papel Toalha Interfolhado em Aço Inox LINHA IDEAL,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI833,,product-417,30
3059,Dispenser Múltiplo para Papel Toalha Interfolhado ou Higiênico Cai Cai - Urban Glass Azul,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMIC19286,,product-57,30
3060,Dispenser Múltiplo para Papel Toalha Interfolhado ou Higiênico Cai Cai Urban C19284,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMIC19284,,product-113,30
3061,Dispenser Papel Toalha,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMIC19533,,product-105,30
3062,Dispenser para Papel Toalha Interfolhado Dark,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMIC19530,,product-87,30
3063,Dispenser para Papel Toalha Interfolhado ou Higienico Cai Cai - Urban Glass Verde,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMIC19285,,product-51,30
3064,Toalheiro Papel Toalha Interfolhado - Linha AG+,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI1070,,product-411,30
3065,Toalheiro Papel Toalha Interfolhado - Linha Hígia,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI6000,,product-2147,30
3066,Toalheiro Papel Toalha Interfolhado Paper Pop - Linha POP,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI2403 2501,,product-421,30
3067,Saboneteira espuma 1000ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Espuma / Dispenser Inox,CMI5705,,product-2197,30
3068,Saboneteira espuma 1000ml Inox POLIDO Linha Visium,Dispensers / Sabonete Espuma / Dispenser Inox,CMI5704,,product-2199,30
3069,Saboneteira Espuma 900ml com sensor Inox ESCOVADO Linha Noble,Dispensers / Sabonete Espuma / Dispenser Inox,CMI1059,,product-373,30
3070,Saboneteira 800ml Espuma - Linha Hígia,Dispensers / Sabonete Espuma / Dispenser Plástico,CMI5799,,product-2163,30
3071,Kit de Dispenser em aço inox - LINHA NOBLE - saboneteira Slim,Dispensers / Sabonete Líquido / Dispenser Inox,CMI2187,,product-2187,30
3072,Saboneteira 1000ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1345,,product-2167,30
3073,Saboneteira 1000ml Inox POLIDO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1010,,product-383,30
3074,Saboneteira 500ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1344,,product-2149,30
3075,Saboneteira 500ml Inox POLIDO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1011,,product-1629,30
3076,Saboneteira 800ml Inox ESCOVADO - Linha Noble,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1016,,product-1625,30
3077,Saboneteira 800ml SLIM Inox ESCOVADO - Linha Noble,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1060,,product-361,30
3078,Dispenser para Sabonete Líquido 400ml Compacta Urban,Dispensers / Sabonete Líquido / Dispenser Plástico,CMIC19302,,product-1523,30
3079,Dispenser para Sabonete Líquido 400ml Cristal Infinity Midy Box,Dispensers / Sabonete Líquido / Dispenser Plástico,CMILICL400,,product-1631,30
3080,Dispenser para Sabonete Líquido com Reservatório Dark,Dispensers / Sabonete Líquido / Dispenser Plástico,CMIC19423C19120,,product-71,30
3081,Dispenser Sabonete Líquido ou Álcool Gel C19428,Dispensers / Sabonete Líquido / Dispenser Plástico,CMIC19428,,product-109,30
3082,Reservatório Dispenser de Sabonete Líquido C19120,Dispensers / Sabonete Líquido / Dispenser Plástico,CMIC19120,,product-81,30
3083,Saboneteira 700ml plástico automática com sensor,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI12.07,,product-1627,30
3084,Saboneteira 800ml para sabonete líquido - Linha AG+,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI1102,,product-413,30
3085,Saboneteira 800ml para sabonete líquido - Linha Hígia,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI5800,,product-2145,30
3086,Saboneteira Clear Reservatório Próprio 1000ml,Dispensers / Sabonete Líquido / Dispenser Plástico,CMILICL1000,,product-1375,30
3087,Saboneteira Reservatório 400ml - Box Cloud,Dispensers / Sabonete Líquido / Dispenser Plástico,CMILISC400,,product-1719,30
3088,Saboneteira Reservatório Box 400ml - Clear Black,Dispensers / Sabonete Líquido / Dispenser Plástico,CMILICL400BB,,product-1717,30
3089,Reservatório p/ Saboneteira Espuma,Dispensers / Sabonete Líquido / Sabonete Espuma / Dispenser Plástico,CMIC19121,,product-267,30
3090,Secador de Mãos Aço Inox Speedy Plus,Dispensers / Secador de Mãos,CMI1047,,product-371,30
3091,Secador de Mãos Adler,Dispensers / Secador de Mãos,CMI5816,,product-2205,30
3092,Secador de mãos AIRES,Dispensers / Secador de Mãos,CMI2382,,product-2207,30
3093,Secador De Mãos Panther Sm5a Inox,Dispensers / Secador de Mãos,CMI2209,,product-2209,30
3094,Secador de Mãos Speedy Plástico 110v ou 220v,Dispensers / Secador de Mãos,CMI539,,product-365,30
6001,Armação Plus - Suporte p/ Aplicador de Cera ou Mop Pó 40 cm - AL400,Acessórios / Variedades,CMIAL400,,product-1533,60
6002,Armação Plus - Suporte p/ Mop Pó 60 cm - AL600,Acessórios / Variedades,CMIAL600,,product-1535,60
6003,Armação Profi - Suporte p/ Mop Pó - AP1200,Acessórios / Variedades,CMIAP1200,,product-1587,60
6004,Armação Profi - Suporte p/ Mop Pó - AP600,Acessórios / Variedades,CMIAP600,,product-1585,60
6005,Bac Mop Profissional,Acessórios / Variedades,CMIBMPF,,product-143,60
6006,Conjunto Coleta Seletiva 4 Lixeiras 50 Lts e Base sem Rodas,Acessórios / Variedades,CMICOMALI04SR,,product-129,60
6007,Escova Suporte LT Limpeza Pesada,Acessórios / Variedades,CMISE60xx,,product-277,60
6008,Escova Suporte LT Macia,Acessórios / Variedades,CMISE70xx,,product-279,60
6009,Espanador Eletrostático Cabo Simples,Acessórios / Variedades,CMIEE605AZ,,product-145,60
6010,Estrutura Metálica para Fixação de Coletores 50L,Acessórios / Variedades,CMIETM50,,product-1327,60
6011,Guia Removível GRXXX,Acessórios / Variedades,CMIGRXXX,,product-1871,60
6012,"Haste Euro p/ Mop Úmido Garra em Plástico Azul c/ Cabo de Aluminio Fosco 1,40cm",Acessórios / Variedades,CMIHE211,,product-1551,60
6013,indisponivel ls52,Acessórios / Variedades,CMILS52,,product-153,60
6014,Kit Master p/ Limpeza de Vidros,Acessórios / Variedades,CMIKT903,,product-297,60
6015,Kit Profissional para Limpeza de Vidros,Acessórios / Variedades,CMIkt901,,product-1755,60
6016,Lâminas 4 cm p/ Raspador de Segurança -10 unidades - LR801,Acessórios / Variedades,CMILR801,,product-1577,60
6017,Lâminas p/ Raspadores 10cm Multiuso - 10 unidades - LR800A,Acessórios / Variedades,CMILR800A,,product-1725,60
6018,Limpador de Vidros,Acessórios / Variedades,CMILCXXX,,product-1607,60
6019,Mão Mecânica 75cm Azul - MM75AZ,Acessórios / Variedades,CMIMM75AZ,,product-1733,60
6020,Organizador de Acessórios c/ 3 clips - OA03AZ,Acessórios / Variedades,CMIOA03AZ,,product-1729,60
6021,Organizador de Acessórios com 6 Clips,Acessórios / Variedades,CMIOA06AZ,,product-1605,60
6022,Pá Coletora POP plástica com cabo de alumínio - Azul,Acessórios / Variedades,CMIPP555AZ,,product-295,60
6023,Porta Luvas Inox Escovado,Acessórios / Variedades,CMI976,,product-2047,60
6024,Porta Luvas Plástico Branco,Acessórios / Variedades,CMI10.07,,product-1623,60
6025,Raspador de Segurança 4 cm,Acessórios / Variedades,CMIRV040,,product-1601,60
6026,Raspador Multiuso Pesado com Cabo de 40 cm,Acessórios / Variedades,CMIRM400,,product-1949,60
6027,Raspador multiuso Pesado com Cabo Plástico de 10 cm,Acessórios / Variedades,CMIRM100,,product-1783,60
6028,"Raspador Pesado c/ Cabo de 1,40 m",Acessórios / Variedades,CMIRM150,,product-1957,60
6029,Refil Aplicador de Cera Finish 40 cm - Microfibra - RF400,Acessórios / Variedades,CMIRF400,,product-1583,60
6030,Refil Mop Líquido linha Microfibra Acqua Amarelo,Acessórios / Variedades,CMIRLM4AM,,product-1931,60
6031,Refil Mop Líquido linha Microfibra Acqua Azul,Acessórios / Variedades,CMIRLM4AZ,,product-1933,60
6032,Refil Mop Líquido linha Microfibra Acqua Branco,Acessórios / Variedades,CMIRLM4BR,,product-1973,60
6033,Refil Mop Líquido linha Microfibra Acqua Verde,Acessórios / Variedades,CMIRLM4VD,,product-1975,60
6034,Refil Mop Líquido linha Microfibra Acqua Vermelho,Acessórios / Variedades,CMIRLM4VM,,product-1937,60
6035,Refil Mop Líquido Ponta c/ Loop 320g - RL32xx,Acessórios / Variedades,CMIRL32xx,,product-255,60
6036,Refil Mop Líquido Ponta c/ Loop 400g,Acessórios / Variedades,CMIRL40xx,,product-1167,60
6037,Refil Mop Líquido Ponta c/ Loop s/ cinta 300g,Acessórios / Variedades,CMIRL30xx,,product-1187,60
6038,Refil Mop Líquido Ponta c/ Loop s/ cinta 350g - RL35xx,Acessórios / Variedades,CMIRL35xx,,product-259,60
6039,Refil Mopinho - Mop Algodão com Encaixe de Rosca,Acessórios / Variedades,CMIBR32AZ,,product-1879,60
6040,Rodo Profissional Twister s/ cabo - RT450,Acessórios / Variedades,CMIRT450,,product-1581,60
6041,"Rodo Propulsor 0,9 m - RL090",Acessórios / Variedades,CMIRL090,,product-1409,60
6042,"Rodo Propulsor 1,3 m - RL130",Acessórios / Variedades,CMIRL130,,product-289,60
6043,Suporte LT Euro Azul - Suporte limpa tudo plástico p/ fibra,Acessórios / Variedades,CMISE301,,product-1567,60
6044,Suporte LT Rosca,Acessórios / Variedades,CMISR300,,product-1569,60
6045,Suporte para Fibra de Limpeza Ultra Pesada,Acessórios / Variedades,CMISM302,,product-1573,60
6046,"Cabo de Alumínio Estriado com Rosca 1,40m - Azul",Acessórios / Variedades / Cabos,CMICE140,,product-1723,60
6047,"Cabo de Alumínio Fosco com Ponteira 1,40m",Acessórios / Variedades / Cabos,CMICP140,,product-1753,60
6048,"Cabo de Alumínio Liso Fosco sem Rosca 1,40m",Acessórios / Variedades / Cabos,CMICL140,,product-1553,60
6049,Extensão Telescópica,Acessórios / Variedades / Cabos,CMIEX,,product-331,60
6050,Tampa Bi Partida para Carro Cuba,Acessórios / Variedades / Carro Cuba / Tampas,CMIET,,product-2055,60
6051,Tampa para Carro Cuba de 400L,Acessórios / Variedades / Carro Cuba / Tampas,CMICT40,,product-197,60
6052,Refil Mop Úmido p/ Mop Pró (s/cabo/sup) BR,Acessórios / Variedades / MOP,CMI380005,,product-1805,60
6053,"Placa Sinalizadora ""Banheiro Fora de Uso""",Acessórios / Variedades / Placas de Sinalização,CMIPL2002,,product-275,60
6054,Placa sinalizadora Cuidado piso molhado - 380056,Acessórios / Variedades / Placas de Sinalização,CMI380056,,product-719,60
6055,Tampa Aro Inox 24cm - MSP363,Acessórios / Variedades / Tampas / Lixeiras Inox,CMIMSP363,,product-1857,60
6056,Tampa Aro Inox 30cm - MSP366,Acessórios / Variedades / Tampas / Lixeiras Inox,CMIMSP366,,product-1885,60
6057,Tampa Flip Top Basculante inox 24cm,Acessórios / Variedades / Tampas / Lixeiras Inox,CMIMSP288,,product-1853,60
6058,Tampa Flip Top Basculante inox 30cm,Acessórios / Variedades / Tampas / Lixeiras Inox,CMIMSP289,,product-1855,60
6059,Tampa Aro - AR24,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMIAR24,,product-1537,60
6060,Tampa Basc. p/ Cesto 14/23 Lts,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMITB24,,product-1529,60
6061,Tampa Basculante Frontal p/ Lixeira Retangular de 50 Lts - TB50,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMITB50,,product-1531,60
6062,Tampa Basculante Transversal para Lixeira Retangular de 50 Lts,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMITB51,,product-157,60
6063,Tampa Meia Lua para Cesto 14/23 Litros,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMITB25X,,product-1611,60
6064,Tampa Simples p/ Lixeira Retangular de 50 Lts,Acessórios / Variedades / Tampas / Lixeiras Plástico,CMITS50,,product-139,60
6065,Adaptador Angular 90º - AA090,Acessórios para Reposição,CMIAA090,,product-1781,60
6066,Escova Aérea p/ Tubo - ET603,Acessórios para Reposição,CMIET603,,product-1779,60
6067,Rodas / Rodízio Giratório p/ Balde Espremedor/ Carro Funcional Pacote c/4 Unidades RD3PRO,Acessórios para Reposição,CMIRD3PRO,,product-1785,60
9001,Desinfetante Concentrado 5L Marine,Produtos Químicos Concentrados,CMI3795,,product-2029,90
9002,Detergente e Desincrustante Alcalino Clorado Concentrado Espuma Clor 1L,Produtos Químicos Concentrados,CMI3295,,product-2035,90
9003,Detergente e Desincrustante Alcalino Clorado Concentrado Espuma Clor 5 Litros,Produtos Químicos Concentrados,CMI3290,,product-1773,90
9004,Detergente Multiuso Concentrado 1L - 1000 Plus,Produtos Químicos Concentrados,CMI2062,,product-2037,90
9005,Detergente Multiuso NEUTRO Concentrado - 1000 Plus,Produtos Químicos Concentrados,CMI2067,,product-2025,90